codBPIN;nomProy
2013011000462;RESTAURACION HIDRAULICA DE LOS CAÑOS LA LATA Y LA BRAVA EN LOS MUNICIPIOS DE SAN SEBASTIAN Y PEDRAZA EN EL DEPARTAMENTO DEL MAGDALENA
1006001739999;ASISTENCIA, RECONSTRUCCION Y REHABILITACION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDANAS.
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
0023002590000;DISEÑO Y EJECUCION DE LA ESTRATEGIA PARA LA GESTION NACIONAL E INTERNACIONAL DE LA AGENDA AMBIENTAL DEL SECTOR MINERO ENERGETICO COLOMBIANO. NACIONAL - PREVIO CONCEPTO DNP
;FORTALECIMIENTO DEL CENTRO NACIONAL DE RESERVA
0022013520000;ASISTENCIA TECNICA: INSTRUMENTACION E IMPLEMENTACION DEL MARCO DE PLANIFICACION Y GESTION TERRITORIAL Y URBANA DE LA POLITICA URBANA NACIONAL
0043000050000;MEJORAMIENTO Y DESARROLLO DE LA GESTION Y DE LOS RECURSOS DE INVESTIGACION
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
1117000270000;APOYO INTERINSTITUCIONAL A LA CANCILLERIA PARA TRABAJOS RELACIONADOS CON LA DEMARCACION DE FRONTERAS, ESTUDIOS TECNICOS AFINES Y CONSERVACION DE LAS CUENCAS HIDROGRAFICAS INTERNACIONALES.
2013011000411;IMPLEMENTACION DE ESTRATEGIAS PARA LA RESTAURACION, CONSERVACION Y PROTECCION DE LA CUENCA DEL LAGO TOTA Y SU AREA DE INFLUENCIA, EN BOYACA
2014011000441;IMPLEMENTACION DE MEDIDAS DE CONSERVACION Y PROTECCION EN LA CUENCA DEL RIOSUCIO ALTO
2014011000440;CONSTRUCCION DE LAS OBRAS REQUERIDAS PARA GARANTIZAR LA SOSTENIBILIDAD DE LA RED DE CAÑOS Y DE LA CUENCA DEL ARROYO LEON BARRANQUILLA, ATLANTICO, CARIBE
2015011000350;IMPLEMENTACION DE LAS ACCIONES ENCAMINADAS A MEJORAR LA SOSTENIBILIDAD HIDRICA Y LA RONDA DE LA CIENAGA EL RINCON TODO EL DEPARTAMENTO, ATLANTICO, CARIBE.
;FORTALECIMIENTO DEL CENTRO NACIONAL DE RESERVA
0023002590000;DISEÑO Y EJECUCION DE LA ESTRATEGIA PARA LA GESTION NACIONAL E INTERNACIONAL DE LA AGENDA AMBIENTAL DEL SECTOR MINERO ENERGETICO COLOMBIANO. NACIONAL - PREVIO CONCEPTO DNP
0023002590000;DISEÑO Y EJECUCION DE LA ESTRATEGIA PARA LA GESTION NACIONAL E INTERNACIONAL DE LA AGENDA AMBIENTAL DEL SECTOR MINERO ENERGETICO COLOMBIANO. NACIONAL - PREVIO CONCEPTO DNP
0022013520000;ASISTENCIA TECNICA: INSTRUMENTACION E IMPLEMENTACION DEL MARCO DE PLANIFICACION Y GESTION TERRITORIAL Y URBANA DE LA POLITICA URBANA NACIONAL
0022013520000;ASISTENCIA TECNICA: INSTRUMENTACION E IMPLEMENTACION DEL MARCO DE PLANIFICACION Y GESTION TERRITORIAL Y URBANA DE LA POLITICA URBANA NACIONAL
2015011000268;IMPLEMENTACION DE ESTRATEGIAS DE ACCESO Y PERMANENCIA EN LA EDUCACION PREESCOLAR, BASICA Y MEDIA PARA LA POBLACION VULNERABLE A NIVEL NACIONAL-[PREVIO CONCEPTO DNP]
1150024400000;POLITICA HIDRICA NACIONAL E INSTRUMENTACION
2015011000367;IMPLEMENTACION DE MEDIDAS DE ADAPTACION Y MITIGACION POR EL IMPACTO DEL RETROCESO ACELERADO DEL SUELO EN LA CUENCA DEL RIO PAMPLONITA SECTOR LA TULIA-BAJO GUARAMITO, CORREGIMIENTO DE AGUA CLARA, MUNICIPIO DE CUCUTA, FASE I
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
0002080500000;MEJORAMIENTO Y RECUPERACION ESTACIONES DE RADIOAYUDAS A NIVEL NACIONAL.
2017011000232;FORTALECIMIENTO FORTALECER LA GESTIÓN AMBIENTAL DEL ESTADO COLOMBIANO SOBRE LAS ZONAS MARINAS Y COSTERAS Y RECURSOS ACUÁTICOS  NACIONAL
2017011000113;INVESTIGACIÓN CIENTÍFICA HACIA LA GENERACIÓN DE INFORMACIÓN Y CONOCIMIENTO DE  LAS  ZONAS MARINAS Y COSTERAS DE INTERES DE LA NACIÓN  NACIONAL
2015011000262;APOYO ENTIDADES DEL SECTOR AMBIENTAL PARA LA  PROTECCIÓN HÍDRICA MEDIANTE LA IMPLEMENTACIÓN DE PROYECTOS DE RESTAURACION NACIONAL
2017011000264;FORMULACIÓN DEL PLAN DE ORDENAMIENTO DEL RECURSO HÍDRICO DEL RÍO TURBO - CORPOURABA,  ANTIOQUIA
2017011000082;DESARROLLO DE LA FASE  DE DIAGNOSTICO EN EL MARCO DE LA ACTUALIZACION DEL PLAN DE ORDENACION Y MANEJO DEL RIO GUIZA ALTO MIRA EN EL DEPARTAMENTO DE NARIÑO
2018011000423;"IMPLEMENTACION DE MEDIDAS PARA LA REHABILITACION DE LA CUENCA DEL RIO TIBU EN EL MARCO DEL PROGRAMA ""BOSQUES DE PAZ"", MUNICIPIO TIBU, NORTE DE SANTANDER"
2015011000256;RESTAURACIÓN AMBIENTAL EN ZONAS DE RECARGA HÍDRICA DE CUENCAS Y MICROCUENCAS PRIORIZADAS EN EL DEPARTAMENTO DEL GUAVIARE. 2016
2017011000112;RESTAURACIÓN DE ÁREAS DEGRADADAS EN LA CUENCA BAJA DEL RÍO SAN JORGE, JURISDICCIÓN DE CORPOMOJANA, DEPARTAMENTO DE  SUCRE
2018011000025;RESTAURACION DE LAS AREAS DEGRADAS DE LAS PRINCIPALES MICRO CUENCAS DE LOS MUNICIPIOS DE SAN BENITO ABAD, LA UNION Y SAN MARCOS, DEPARTAMENTO DE SUCRE
2017011000068;FORMULACIÓN DE LAS FASES DE APRESTAMIENTO Y DIAGNÓSTICO DEL PLAN DE ORDENACIÓN Y MANEJO DE LA CUENCA  HIDROGRÁFICA  POMCA DEL NIVEL SUBSIGUIENTE  RIO BAJO CHICAMOCHA (CÓDIGO 2403-03), DEPARTAMENTOS DE    SANTANDER, BOYACÁ - PREVIO CONCEPTO DNP
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
1117000160000;LEVANTAMIENTO DE SUELOS, GEOMORFOLOGIA Y MONITOREO DE FACTORES QUE AFECTAN EL RECURSO TIERRA EN COLOMBIA.
1117000140000;ESTUDIO E INVESTIGACIONES GEOGRAFICAS PARA LOS PROCESOS DE PLANIFICACION Y ORDENAMIENTO TERRITORIAL A NIVEL NACIONAL
0010003080000;INVESTIGACION EN SENSORES REMOTOS Y SISTEMAS DE INFORMACION GEOGRAFICA
2018011000695;LEVANTAMIENTO , GENERACIÓN Y ACTUALIZACIÓN DE LA RED GEODÉSICA Y LA CARTOGRAFÍA BÁSICA A NIVEL   NACIONAL
2018011000695;LEVANTAMIENTO , GENERACIÓN Y ACTUALIZACIÓN DE LA RED GEODÉSICA Y LA CARTOGRAFÍA BÁSICA A NIVEL   NACIONAL
2018011000695;LEVANTAMIENTO , GENERACIÓN Y ACTUALIZACIÓN DE LA RED GEODÉSICA Y LA CARTOGRAFÍA BÁSICA A NIVEL   NACIONAL
2018011000645;GENERACIÓN DE ESTUDIOS DE SUELOS, TIERRAS Y APLICACIONES AGROLÓGICAS COMO INSUMO PARA EL ORDENAMIENTO INTEGRAL Y EL MANEJO SOSTENIBLE DEL TERRITORIO A NIVEL  NACIONAL
2018011000645;GENERACIÓN DE ESTUDIOS DE SUELOS, TIERRAS Y APLICACIONES AGROLÓGICAS COMO INSUMO PARA EL ORDENAMIENTO INTEGRAL Y EL MANEJO SOSTENIBLE DEL TERRITORIO A NIVEL  NACIONAL
2018011000645;GENERACIÓN DE ESTUDIOS DE SUELOS, TIERRAS Y APLICACIONES AGROLÓGICAS COMO INSUMO PARA EL ORDENAMIENTO INTEGRAL Y EL MANEJO SOSTENIBLE DEL TERRITORIO A NIVEL  NACIONAL
2017011000325;FORTALECIMIENTO DE LA INVESTIGACIÓN Y CARACTERIZACIÓN DE MATERIALES GEOLÓGICOS EN TERRITORIO  NACIONAL
2017011000113;INVESTIGACIÓN CIENTÍFICA HACIA LA GENERACIÓN DE INFORMACIÓN Y CONOCIMIENTO DE  LAS  ZONAS MARINAS Y COSTERAS DE INTERES DE LA NACIÓN  NACIONAL
2018011000631;FORMULACIÓN DEL PLAN DE ORDENACIÓN Y MANEJO DE LA CUENCA 2802-03 DEL RÍO CHIRIAIMO Y MANAURE EN EL DEPARTAMENTO DEL  CESAR
2017011000113;INVESTIGACIÓN CIENTÍFICA HACIA LA GENERACIÓN DE INFORMACIÓN Y CONOCIMIENTO DE  LAS  ZONAS MARINAS Y COSTERAS DE INTERES DE LA NACIÓN  NACIONAL
2018011001040;IMPLEMENTACIÓN DE ACCIONES DEL PLAN ÚNICO A LARGO PLAZO PARA MARES, COSTAS Y RECURSOS ACUÁTICOS DE LA RESERVA DE BIOSFERA SEAFLOWER, DEL DEPARTAMENTO ARCHIPIÉLAGO DE  SAN ANDRES Y PROVIDENCIA
2017011000463;CONSERVACIÓN DE CUENCAS HIDROGRAFICAS ABASTECEDORAS DE ACUEDUCTOS MUNICIPALES A NIVEL  NACIONAL
2018011000578;MANTENIMIENTO A LAS ÁREAS EN PROCESO DE RESTAURACIÓN DE BOSQUE EN LAS ZONAS DE RECARGA DE ACUÍFEROS EN LA JURISDICCIÓN DE CARSUCRE  SUCRE
2019011000240;IMPLEMENTACION DE ESTRATEGIAS DE RESTAURACION ECOLOGICA EN AREAS DE INFLUENCIA DE LA CUENCA ALTA DEL RIO PUTUMAYO, EN SANTIAGO, COLON, SIBUNDOY, SAN FRANCISCO
2019011000254;IDENTIFICACION Y ACOTAMIENTO DE LAS RONDAS HIDRICAS DE LOS ARROYOS GRANDE, PECHILIN Y PALENQUILLO EN LA JURISDICCION DE LA CORPORACION AUTONOMA REGIONAL DE SUCRE - CARSUCRE SUCRE
2018011000030;FORMULACIÓN DEL PLAN DE ORDENACIÓN PARA EL MANEJO SOSTENIBLE DE LA CUENCA DEL RIO SUCIO ALTO EN SUS FASES DE PROSPECTIVA Y FORMULACIÓN-  ANTIOQUIA
2019011000245;RECUPERACION DE AREAS DEGRADADAS EN LA CUENCA MEDIA DEL RIO GUAVIO EN LA JURISDICCION DE CORPOGUAVIO CUNDINAMARCA
2018011000637;FORTALECIMIENTO DEL ORDENAMIENTO AMBIENTAL Y TERRITORIAL EN LA JURISDICCIÓN DE CORPOGUAJIRA,   LA GUAJIRA
2018011000539;DESARROLLO DE LA FASE PROSPECTIVA Y ZONIFICACION AMBIENTAL Y FORMULACION EN EL MARCO DE LA ACTUALIZACION DEL PLAN DE ORDENACION Y MANEJO DE LA CUENCA DEL RIO MAYO, DEPARTAMENTO DE   NARIÑO
2018011000561;FORMULACIÓN PLAN DE ORDENACIÓN Y MANEJO AMBIENTAL DE LA CUENCA HIDROGRÁFICA DIRECTOS CARIBE GOLFO DE MORROSQUILLO (FASE 3)  SUCRE
2018011000616;RESTAURACIÓN DE BOSQUES EN LAS ZONAS DE RECARGA DE ACUÍFEROS EN EL MUNICIPIO DE SAN ONOFRE JURISDICCIÓN DE CARSUCRE  SUCRE
2019011000258;ESTUDIOS DE MODELACIÓN HIDROLÓGICA, HIDRÁULICA Y DE SUELOS PARA DELIMITAR LAS RONDAS HÍDRICAS DE LOS HUMEDALES CARIBE Y FURATENA DEL MUNICIPIO DE MONTERÍA- CÓRDOBA
2018011000231;FORMULACIÓN DE PLANES DE MANEJO AMBIENTAL DE SEIS MICROCUENCAS DE LA JURISDICCIÓN DE CODECHOCÓ, DEPARTAMENTO DEL  CHOCÓ
2018011000690;FORMULACIÓN DEL PLAN DE ORDENAMIENTO DEL RECURSO HÍDRICO  (PORH) DE RIO NEGRO, UBICADO EN LOS MUNICIPIOS DE  VILLAVICENCIO, PUERTO LÓPEZ
2018011000845;RECUPERACIÓN HIDRODINÁMICA Y AMBIENTAL DE LA CIÉNAGA SANTA ISABEL EN EL CORREGIMIENTO SANTA ISABEL, DEPARTAMENTO DEL   CESAR
2018011000830;RESTAURACIÓN AMBIENTAL EN ZONAS DE RECARGA HÍDRICA DE CUENCAS Y MICROCUENCAS PRIORIZADAS EN EL DEPARTAMENTO DEL GUAVIARE, MUNICIPIOS DE   SAN JOSÉ DEL GUAVIARE, EL RETORNO, CALAMAR
2,01701E+12;RESTAURACIÓN DE ÁREAS DEGRADADAS EN LA CUENCA BAJA DEL RÍO SAN JORGE, JURISDICCIÓN DE CORPOMOJANA, DEPARTAMENTO DE  SUCRE
2,01701E+12;IMPLEMENTACIÓN DE ACCIONES PARA EL MANEJO INTEGRADO DE LA ZONA COSTERA EN EL DEPARTAMENTO DE   ANTIOQUIA
;ADQUISICION DE EQUIPOS DE PROTECCION Y EXTINCION DE INCENDIOS BUSQUEDA Y RESCATE.
;MANTENIMIENTO Y CONSERVACION DE EQUIPOS DE EXTINCION DE INCENDIOS Y BUSQUEDA Y RESCATE.
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. CONSTRUCCION DE OBRAS DE CONTROL DE AMENAZAS NATURALES DEL RIO SUAZA Y LAS QUEBRADAS SATIA Y LA VICIOSA EN LOS CASCOS URBANOS  DE LOS MUNICIPIOS DE SUAZA Y GUADALUPE. DEPARTAMENTO DE HUILA
;ADMINISTRACION FONDO DE COMPENSACION AMBIENTAL. ASISTENCIA PARA EL FORTALECIMIENTO DE LA GESTIÓN DEL RIESGO DEPARTAMENTOS DEL GUIANIA GUAVIARE VAUPES
;ASISTENCIA, RECONSTRUCCION Y REHABILITACION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDANAS.
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. GESTION INTEGRAL DEL RIESGO EN EL DEPARTAMENTO DEL CHOCO
;ADMINISTRACION FONDO DE COMPENSACION AMBIENTAL GESTION DEL RIESGO Y ADAPTACION AL CAMBIO CLIMATICO EN EL PROCESO DE ORDENAMIENTO TERRITORIAL EN EL ARCHIPIELAGO DE SAN ANDRES, JURISDICCION DE CORALINA
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. MANEJO Y CONTROL DE CRECIENTES, SOCAVACION Y SEDIMENTACION EN EL RÍO GUATIQUÍA, MUNICIPIO DE VILLAVICENCIO-META
;ADMINISTRACIÓN DEL FONDO DE COMPENSACION AMBIENTAL PARA LA MITIGACIÓN DEL RIESGO POR INUNDACION A TRAVÉS DEL MANEJO Y CONTROL DE CRECIENTES Y SOCAVACIÓN EN EL RIO GUAMAL EN EL RIO GUAMAL MUNICIPIO DE GUAMAL  META
;CONSERVACION Y MANEJO DE LAS ZONAS VULNERABLES  DE ALTO RIESGO EN EL DEPARTAMENTO DEL META - PREVIO CONCEPTO DNP
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL.CONSTRUCCION DE OBRAS PARA LA MITIGACION DE AMENAZAS Y Y PREVENCION DE DESASTRES POR FENOMENOS NATURALES Y ANTROPICOS EN LOS MUNICIPIOS DE LA JURISDICCION DE CORPOCHIVOR DEPARTAMENTO DE BOYACA
;ADMON DEL FCA. REALIZAR CIEN (100) ESTUDIOS POR FENOMENOS DE REMOSIÓN EN MASA, ORIENTADOS A LA INCORPORACIÓN DEL GESTIÓN DEL RIESGO EN LOS ORDENAMIENTOS TERRITORIALES EN LOS MUNICIPIOS DE LA JURISDICCIÓN DE CORPOCHIVOR
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. PREVENCION, ATENCION Y CONTROL DE INCENDIOS FORESTALES EN LOS MUNICIPIOS DEL DEPARTAMENTO DE CUNDINAMARCA, JURISDICCION DE CORPOGUAVIO
;ADMINISTRACION DEL FONDO DE COMPENSACIÓN AMBIENTAL. ANÁLISIS DE AMENAZAS Y RIESGOS EN LOS CENTROS POBLADOS DE LOS MUNICIPIOS DE LA JURISDICCION DE CORPOURABA
;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL OBRAS DE MITIGACION PARA EL CONTROL DE INUNDACIONES Y SOCAVACION LATERAL EN LOS CORREGIMIENTOS DE CURRULAO Y SAN JOSÉ DE APARTADO, JURISDICCION DE CORPOURABA
;ADQUISICION DE MATERIALES Y SUMINISTROS PARA AMPLIAR LA COBERTURA DE LAS ORGANIZACIONES DE LA DEFENSA CIVIL A NIVEL NACIONAL
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
;DESTINACION DE RECURSOS PARA FINANCIAR PROYECTOS DE INVESTIGACION MANEJO Y DESARROLLO DE LAS ZONAS SECAS Y LUCHA CONTRALA DESERTIFICACION Y LA SEQUIA QUE ESTEN AFECTANDO ENTIDADES TERRITORIALES Y/O CORP.AUT.REGIONALES.
;DESTINACION DE RECURSOS PARA FINANCIAR PROYECTOS DE INVESTIGACION, MANEJO Y DESARROLLO DE LAS ZONAS SECAS Y LUCHA CONTRA LA DESERTIFICACION Y LA SEQUIA QUE ESTEN AFECTANDO ENTIDADES TERRITORIALES Y/O CORP. AUT. REGIONALES. PAGO PASIVOS EXIGIBLES – VI
;DESTINACION DE RECURSOS PARA FINANCIAR PROYECTOS DE PREVENCION Y ATENCION DE DESASATRES NATURALES O SITUACIONES DE CALAMIDAD PUBLICA A NIVEL NACIONAL
;DESTINACION DE RECURSOS PARA FINANCIAR PROYECTOS DE PREVENCION Y ATENCION DE DESASTRES NATURALES O SITUACIONES DE CALAMIDAD PUBLICA A NIVEL NACIONAL. PAGO PASIVOS EXIGIBLES – VIGENCIAS EXPIRADAS
;DESTINACION DE RECURSOS PARA FINANCIAR PROYECTOS DE RECUPERACION DEL DIQUE DEL RIO GUAITIQUIA EN LA CIUDAD DE VILLAVICENCIO, RECURSOS EJECUTADOS POR LA GOBERNACION DEL DEPARTAMENTO DE META
;CONSTRUCCION Y RECONSTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010.
;CONSTRUCCION Y RECONSTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010.
;CONSTRUCCION Y RECONSTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010.
;IMPLEMENTACION DE UN PLAN DE CONTINGENCIA PARA EL FORTALECIMIENTO EN COMUNICACIONES  Y ENTREGA DE EQUIPOS A NIVEL NACIONAL
;COMITE INTERNACIONAL DE LA CRUZ ROJA. CONTRIBUCION ORDINARIA. CICR. (LEY 5/60).
;SUBSIDIO FAMILIAR DE VIVIENDA PARA POBLACION AFECTADA POR LA OLA INVERNAL - PREVIO CONCEPTO DNP.
;SUBSIDIO FAMILIAR DE VIVIENDA PARA POBLACION AFECTADA POR LA OLA INVERNAL - PREVIO CONCEPTO DNP.
;ADMINISTRACION GESTION DEL CONOCIMIENTO Y LA INFORMACION HIDROMETEOROLOGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
;ADMINISTRACION GESTION DEL CONOCIMIENTO Y LA INFORMACION HIDROMETEOROLOGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
;FORTALECIMIENTO DE LA RED HIDROMETEOROLOGICA Y MODELACION EN CAMBIO CLIMATICO  NACIONAL
;MEJORAMIENTO IDENTIFICACION, SEGUIMIENTO Y MONITOREO DE AMENAZAS HIDROMETEOROLOGICAS PARA ALERTAS TEMPRANAS (INUNDACIONES, DESLIZAMIENTOS E INCENDIOS A LA COBERTURA VEGETAL) EN COLOMBIA
;ACTUALIZACION INSTRUMENTAL DEL SISTEMA SISMOLOGICO NACIONAL DE COLOMBIA
;IMPLEMENTACION DE UNA ESTRATEGIA NACIONAL PARA LA PREVENCION, ATENCION Y MONITOREO DE RIESGOS RADIOLOGICOS NACIONAL
;IMPLEMENTACION RED NACIONAL DE ESTACIONES PERMANENTES GEODESICAS SATELITALES GPS PARA ESTUDIOS E INVESTIGACIONES GEODINAMICAS EN EL TERRITORIO NACIONAL
;INVENTARIO Y MONITOREO DE GEOAMENAZAS Y PROCESOS EN LAS CAPAS SUPERFICIALES DE LA TIERRA
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
